fight date,fight weightclass,win method,rounds,time,Winner,Loser
"June 06, 2020",Light Heavyweight,U-DEC,3,5:00,Devin Clark,Alonzo Menifield
"June 06, 2020",Catch Weight,SUB,1,1:20,Herbert Burns,Evan Dunham
"May 30, 2020",Welterweight,U-DEC,5,5:00,Gilbert Burns,Tyron Woodley
"May 30, 2020",Heavyweight,S-DEC,3,5:00,Augusto Sakai,Blagoy Ivanov
"May 30, 2020",Catch Weight,U-DEC,3,5:00,Billy Quarantillo,Spike Carlyle
"May 30, 2020",Lightweight,SUB,2,3:26,Roosevelt Roberts,Brok Weaver
"May 30, 2020",Women's Strawweight,SUB,1,2:36,Mackenzie Dern,Hannah Cifers
"May 30, 2020",Women's Flyweight,U-DEC,3,5:00,Katlyn Chookagian,Antonina Shevchenko
"May 30, 2020",Welterweight,U-DEC,3,5:00,Daniel Rodriguez,Gabe Green
"May 30, 2020",Light Heavyweight,Overturned,1,1:51,Jamahal Hill,Klidson Abreu
"May 30, 2020",Flyweight,SUB,2,3:18,Brandon Royval,Tim Elliott
"May 30, 2020",Bantamweight,SUB,1,3:03,Casey Kenney,Louis Smolka
"May 30, 2020",Featherweight,KO/TKO,2,4:27,Chris Gutierrez,Vince Morales
"May 16, 2020",Heavyweight,KO/TKO,2,3:00,Alistair Overeem,Walt Harris
"May 16, 2020",Women's Strawweight,S-DEC,3,5:00,Claudia Gadelha,Angela Hill
"May 16, 2020",Featherweight,S-DEC,3,5:00,Dan Ige,Edson Barboza
"May 16, 2020",Middleweight,U-DEC,3,5:00,Krzysztof Jotko,Eryk Anders
"May 16, 2020",Featherweight,U-DEC,3,5:00,Song Yadong,Marlon Vera
"May 16, 2020",Welterweight,KO/TKO,2,0:18,Miguel Baeza,Matt Brown
"May 16, 2020",Middleweight,KO/TKO,1,0:39,Kevin Holland,Anthony Hernandez
"May 16, 2020",Featherweight,U-DEC,3,5:00,Giga Chikadze,Irwin Rivera
"May 16, 2020",Featherweight,U-DEC,3,5:00,Nate Landwehr,Darren Elkins
"May 16, 2020",Women's Flyweight,SUB,1,3:36,Cortney Casey,Mara Romero Borella
"May 16, 2020",Heavyweight,SUB,2,2:05,Rodrigo Nascimento,Don'Tale Mayes
"May 13, 2020",Light Heavyweight,KO/TKO,5,1:04,Glover Teixeira,Anthony Smith
"May 13, 2020",Heavyweight,S-DEC,3,5:00,Ben Rothwell,Ovince Saint Preux
"May 13, 2020",Lightweight,KO/TKO,2,4:25,Drew Dober,Alexander Hernandez
"May 13, 2020",Bantamweight,S-DEC,3,5:00,Ricky Simon,Ray Borg
"May 13, 2020",Heavyweight,U-DEC,3,5:00,Andrei Arlovski,Philipe Lins
"May 13, 2020",Lightweight,SUB,2,0:25,Thiago Moises,Michael Johnson
"May 13, 2020",Women's Bantamweight,U-DEC,3,5:00,Sijara Eubanks,Sarah Moras
"May 13, 2020",Lightweight,U-DEC,3,5:00,Omar Morales,Gabriel Benitez
"May 13, 2020",Featherweight,KO/TKO,2,3:40,Brian Kelleher,Hunter Azure
"May 13, 2020",Heavyweight,KO/TKO,2,0:49,Chase Sherman,Ike Villanueva
"May 09, 2020",Lightweight,KO/TKO,5,3:39,Justin Gaethje,Tony Ferguson
"May 09, 2020",Bantamweight,KO/TKO,2,4:58,Henry Cejudo,Dominick Cruz
"May 09, 2020",Heavyweight,KO/TKO,1,0:20,Francis Ngannou,Jairzinho Rozenstruik
"May 09, 2020",Featherweight,KO/TKO,2,2:49,Calvin Kattar,Jeremy Stephens
"May 09, 2020",Heavyweight,U-DEC,3,5:00,Greg Hardy,Yorgan De Castro
"May 09, 2020",Welterweight,U-DEC,3,5:00,Anthony Pettis,Donald Cerrone
"May 09, 2020",Heavyweight,S-DEC,3,5:00,Aleksei Oleinik,Fabricio Werdum
"May 09, 2020",Women's Strawweight,S-DEC,3,5:00,Carla Esparza,Michelle Waterson
"May 09, 2020",Welterweight,KO/TKO,3,3:37,Vicente Luque,Niko Price
"May 09, 2020",Featherweight,U-DEC,3,5:00,Bryce Mitchell,Charles Rosa
"May 09, 2020",Light Heavyweight,S-DEC,3,5:00,Ryan Spann,Sam Alvey
"March 14, 2020",Lightweight,SUB,3,0:28,Charles Oliveira,Kevin Lee
"March 14, 2020",Welterweight,KO/TKO,1,2:34,Gilbert Burns,Demian Maia
"March 14, 2020",Lightweight,SUB,1,0:44,Renato Moicano,Damir Hadzovic
"March 14, 2020",Light Heavyweight,U-DEC,3,5:00,Nikita Krylov,Johnny Walker
"March 14, 2020",Lightweight,U-DEC,3,5:00,Francisco Trinaldo,John Makdessi
"March 14, 2020",Flyweight,U-DEC,3,5:00,Brandon Moreno,Jussier Formiga
"March 14, 2020",Women's Strawweight,U-DEC,3,5:00,Amanda Ribas,Randa Markos
"March 14, 2020",Welterweight,U-DEC,3,5:00,Elizeu Zaleski dos Santos,Aleksei Kunchenko
"March 14, 2020",Bantamweight,M-DEC,3,5:00,Rani Yahya,Enrique Barzola
"March 14, 2020",Women's Flyweight,U-DEC,3,5:00,Maryna Moroz,Mayra Bueno Silva
"March 14, 2020",Flyweight,U-DEC,3,5:00,David Dvorak,Bruno Silva
"March 14, 2020",Women's Bantamweight,U-DEC,3,5:00,Bea Malecki,Veronica Macedo
"March 07, 2020",Middleweight,U-DEC,5,5:00,Israel Adesanya,Yoel Romero
"March 07, 2020",Women's Strawweight,S-DEC,5,5:00,Zhang Weili,Joanna Jedrzejczyk
"March 07, 2020",Lightweight,KO/TKO,2,1:00,Beneil Dariush,Drakkar Klose
"March 07, 2020",Welterweight,U-DEC,3,5:00,Neil Magny,Li Jingliang
"March 07, 2020",Welterweight,S-DEC,3,5:00,Alex Oliveira,Max Griffin
"March 07, 2020",Bantamweight,KO/TKO,1,2:02,Sean O'Malley,Jose Quinonez
"March 07, 2020",Lightweight,U-DEC,3,5:00,Mark Madsen,Austin Hubbard
"March 07, 2020",Middleweight,SUB,1,2:58,Rodolfo Vieira,Saparbeg Safarov
"March 07, 2020",Middleweight,SUB,3,2:13,Gerald Meerschaert,Deron Winn
"March 07, 2020",Featherweight,S-DEC,3,5:00,Giga Chikadze,Jamall Emmers
"March 07, 2020",Bantamweight,KO/TKO,1,3:01,Batgerel Danaa,Guido Cannetti
"February 29, 2020",Flyweight,KO/TKO,2,1:54,Deiveson Figueiredo,Joseph Benavidez
"February 29, 2020",Women's Featherweight,KO/TKO,1,3:37,Felicia Spencer,Zarah Fairn
"February 29, 2020",Light Heavyweight,KO/TKO,1,0:38,Magomed Ankalaev,Ion Cutelaba
"February 29, 2020",Women's Featherweight,KO/TKO,1,3:31,Megan Anderson,Norma Dumont
"February 29, 2020",Featherweight,SUB,2,1:38,Grant Dawson,Darrick Minner
"February 29, 2020",Bantamweight,U-DEC,3,5:00,Kyler Phillips,Gabriel Silva
"February 29, 2020",Middleweight,KO/TKO,1,4:47,Brendan Allen,Tom Breese
"February 29, 2020",Heavyweight,U-DEC,3,5:00,Marcin Tybura,Serghei Spivac
"February 29, 2020",Lightweight,U-DEC,3,5:00,Luis Pena,Steve Garcia
"February 29, 2020",Featherweight,SUB,2,3:38,Jordan Griffin,TJ Brown
"February 29, 2020",Featherweight,KO/TKO,1,1:25,Spike Carlyle,Aalon Cruz
"February 29, 2020",Welterweight,U-DEC,3,5:00,Sean Brady,Ismail Naurdiev
"February 22, 2020",Lightweight,S-DEC,5,5:00,Dan Hooker,Paul Felder
"February 22, 2020",Light Heavyweight,SUB,1,3:29,Jimmy Crute,Michal Oleksiejczuk
"February 22, 2020",Women's Strawweight,U-DEC,3,5:00,Yan Xiaonan,Karolina Kowalkiewicz
"February 22, 2020",Heavyweight,KO/TKO,1,1:28,Marcos Rogerio de Lima,Ben Sosoli
"February 22, 2020",Lightweight,S-DEC,3,5:00,Brad Riddell,Magomed Mustafaev
"February 22, 2020",Featherweight,KO/TKO,1,3:21,Zubaira Tukhugov,Kevin Aguilar
"February 22, 2020",Lightweight,KO/TKO,2,3:01,Jalin Turner,Josh Culibao
"February 22, 2020",Welterweight,U-DEC,3,5:00,Jake Matthews,Emil Meek
"February 22, 2020",Welterweight,KO/TKO,1,2:20,Song Kenan,Callan Potter
"February 22, 2020",Flyweight,U-DEC,3,5:00,Kai Kara-France,Tyson Nam
"February 22, 2020",Women's Strawweight,U-DEC,3,5:00,Angela Hill,Loma Lookboonmee
"February 22, 2020",Women's Flyweight,KO/TKO,1,0:40,Priscila Cachoeira,Shana Dobson
"February 15, 2020",Light Heavyweight,KO/TKO,1,3:08,Jan Blachowicz,Corey Anderson
"February 15, 2020",Welterweight,DQ,3,3:09,Diego Sanchez,Michel Pereira
"February 15, 2020",Women's Flyweight,U-DEC,3,5:00,Montana De La Rosa,Mara Romero Borella
"February 15, 2020",Lightweight,DQ,1,4:02,Brok Weaver,Kazula Vargas
"February 15, 2020",Flyweight,U-DEC,3,5:00,Ray Borg,Rogerio Bontorin
"February 15, 2020",Lightweight,U-DEC,3,5:00,Lando Vannata,Yancy Medeiros
"February 15, 2020",Welterweight,SUB,2,3:37,Daniel Rodriguez,Tim Means
"February 15, 2020",Bantamweight,KO/TKO,3,0:16,John Dodson,Nathaniel Wood
"February 15, 2020",Lightweight,U-DEC,3,5:00,Scott Holtzman,Jim Miller
"February 15, 2020",Light Heavyweight,U-DEC,3,5:00,Devin Clark,Dequan Townsend
"February 15, 2020",Bantamweight,U-DEC,3,5:00,Merab Dvalishvili,Casey Kenney
"February 15, 2020",Women's Bantamweight,U-DEC,3,5:00,Macy Chiasson,Shanna Young
"February 15, 2020",Flyweight,KO/TKO,2,4:42,Raulian Paiva,Mark De La Rosa
"February 08, 2020",Light Heavyweight,U-DEC,5,5:00,Jon Jones,Dominick Reyes
"February 08, 2020",Women's Flyweight,KO/TKO,3,1:03,Valentina Shevchenko,Katlyn Chookagian
"February 08, 2020",Heavyweight,KO/TKO,1,1:59,Justin Tafa,Juan Adams
"February 08, 2020",Featherweight,S-DEC,3,5:00,Dan Ige,Mirsad Bektic
"February 08, 2020",Heavyweight,U-DEC,3,5:00,Derrick Lewis,Ilir Latifi
"February 08, 2020",Middleweight,S-DEC,3,5:00,Trevin Giles,James Krause
"February 08, 2020",Women's Flyweight,S-DEC,3,5:00,Lauren Murphy,Andrea Lee
"February 08, 2020",Welterweight,KO/TKO,1,0:27,Khaos Williams,Alex Morono
"February 08, 2020",Bantamweight,KO/TKO,2,1:41,Mario Bautista,Miles Johns
"February 08, 2020",Bantamweight,Overturned,1,0:38,Domingo Pilarte,Journey Newson
"February 08, 2020",Bantamweight,S-DEC,3,5:00,Andre Ewell,Jonathan Martinez
"February 08, 2020",Featherweight,U-DEC,3,5:00,Youssef Zalal,Austin Lingo
"January 25, 2020",Heavyweight,KO/TKO,2,1:06,Curtis Blaydes,Junior Dos Santos
"January 25, 2020",Welterweight,U-DEC,3,5:00,Michael Chiesa,Rafael Dos Anjos
"January 25, 2020",Flyweight,SUB,1,2:33,Alex Perez,Jordan Espinosa
"January 25, 2020",Women's Strawweight,KO/TKO,2,4:26,Angela Hill,Hannah Cifers
"January 25, 2020",Light Heavyweight,U-DEC,3,5:00,Jamahal Hill,Darko Stosic
"January 25, 2020",Middleweight,U-DEC,3,5:00,Bevon Lewis,Dequan Townsend
"January 25, 2020",Featherweight,U-DEC,3,5:00,Arnold Allen,Nik Lentz
"January 25, 2020",Women's Flyweight,U-DEC,3,5:00,Justine Kish,Lucie Pudilova
"January 25, 2020",Bantamweight,U-DEC,3,5:00,Montel Jackson,Felipe Colares
"January 25, 2020",Women's Bantamweight,U-DEC,3,5:00,Sara McMann,Lina Lansberg
"January 25, 2020",Bantamweight,SUB,3,2:53,Brett Johns,Tony Gravely
"January 25, 2020",Featherweight,KO/TKO,1,2:43,Herbert Burns,Nate Landwehr
"January 18, 2020",Welterweight,KO/TKO,1,0:40,Conor McGregor,Donald Cerrone
"January 18, 2020",Women's Bantamweight,U-DEC,3,5:00,Holly Holm,Raquel Pennington
"January 18, 2020",Heavyweight,SUB,2,4:38,Aleksei Oleinik,Maurice Greene
"January 18, 2020",Bantamweight,SUB,1,2:49,Brian Kelleher,Ode Osbourne
"January 18, 2020",Lightweight,SUB,2,1:46,Diego Ferreira,Anthony Pettis
"January 18, 2020",Women's Flyweight,U-DEC,3,5:00,Roxanne Modafferi,Maycee Barber
"January 18, 2020",Featherweight,U-DEC,3,5:00,Sodiq Yusuff,Andre Fili
"January 18, 2020",Flyweight,U-DEC,3,5:00,Askar Askarov,Tim Elliott
"January 18, 2020",Lightweight,KO/TKO,1,1:10,Drew Dober,Nasrat Haqparast
"January 18, 2020",Light Heavyweight,U-DEC,3,5:00,Aleksa Camur,Justin Ledet
"January 18, 2020",Women's Flyweight,S-DEC,3,5:00,Sabina Mazo,JJ Aldrich
"December 21, 2019",Featherweight,KO/TKO,1,3:18,Chan Sung Jung,Frankie Edgar
"December 21, 2019",Light Heavyweight,S-DEC,3,5:00,Volkan Oezdemir,Aleksandar Rakic
"December 21, 2019",Featherweight,KO/TKO,2,4:32,Charles Jourdain,Dooho Choi
"December 21, 2019",Light Heavyweight,KO/TKO,1,1:04,Da-Un Jung,Mike Rodriguez
"December 21, 2019",Middleweight,U-DEC,3,5:00,Junyong Park,Marc-Andre Barriault
"December 21, 2019",Bantamweight,S-DEC,3,5:00,Kyung Ho Kang,Pingyuan Liu
"December 21, 2019",Heavyweight,U-DEC,3,5:00,Ciryl Gane,Tanner Boser
"December 21, 2019",Featherweight,U-DEC,3,5:00,SeungWoo Choi,Suman Mokhtarian
"December 21, 2019",Lightweight,U-DEC,3,5:00,Omar Morales,Dong Hyun Ma
"December 21, 2019",Flyweight,KO/TKO,1,4:17,Alexandre Pantoja,Matt Schnell
"December 21, 2019",Bantamweight,U-DEC,3,5:00,Raoni Barcelos,Said Nurmagomedov
"December 21, 2019",Women's Strawweight,SUB,1,3:43,Amanda Lemos,Miranda Granger
"December 21, 2019",Bantamweight,S-DEC,3,5:00,Heili Alateng,Ryan Benoit
"December 14, 2019",Welterweight,KO/TKO,5,4:10,Kamaru Usman,Colby Covington
"December 14, 2019",Featherweight,U-DEC,5,5:00,Alexander Volkanovski,Max Holloway
"December 14, 2019",Women's Bantamweight,U-DEC,5,5:00,Amanda Nunes,Germaine de Randamie
"December 14, 2019",Bantamweight,S-DEC,3,5:00,Marlon Moraes,Jose Aldo
"December 14, 2019",Bantamweight,KO/TKO,3,0:43,Petr Yan,Urijah Faber
"December 14, 2019",Welterweight,KO/TKO,1,1:30,Geoff Neal,Mike Perry
"December 14, 2019",Women's Bantamweight,KO/TKO,1,4:51,Irene Aldana,Ketlen Vieira
"December 14, 2019",Middleweight,U-DEC,3,5:00,Omari Akhmedov,Ian Heinisch
"December 14, 2019",Welterweight,KO/TKO,2,4:55,Matt Brown,Ben Saunders
"December 14, 2019",Featherweight,KO/TKO,1,4:34,Chase Hooper,Daniel Teymur
"December 14, 2019",Flyweight,U-DEC,3,5:00,Brandon Moreno,Kai Kara-France
"December 14, 2019",Women's Flyweight,U-DEC,3,5:00,Jessica Eye,Viviane Araujo
"December 14, 2019",Middleweight,KO/TKO,1,3:17,Punahele Soriano,Oskar Piechota
"December 07, 2019",Heavyweight,KO/TKO,5,4:56,Jairzinho Rozenstruik,Alistair Overeem
"December 07, 2019",Women's Strawweight,M-DEC,3,5:00,Marina Rodriguez,Cynthia Calvillo
"December 07, 2019",Heavyweight,KO/TKO,2,4:57,Ben Rothwell,Stefan Struve
"December 07, 2019",Women's Bantamweight,KO/TKO,3,0:33,Aspen Ladd,Yana Kunitskaya
"December 07, 2019",Bantamweight,M-DEC,3,5:00,Cody Stamann,Song Yadong
"December 07, 2019",Bantamweight,U-DEC,3,5:00,Rob Font,Ricky Simon
"December 07, 2019",Welterweight,SUB,1,2:38,Tim Means,Thiago Alves
"December 07, 2019",Featherweight,SUB,2,3:18,Billy Quarantillo,Jacob Kilburn
"December 07, 2019",Featherweight,SUB,1,4:20,Bryce Mitchell,Matt Sayles
"December 07, 2019",Lightweight,U-DEC,3,5:00,Joe Solecki,Matt Wiman
"December 07, 2019",Women's Strawweight,SUB,2,1:16,Virna Jandiroba,Mallory Martin
"December 07, 2019",Middleweight,KO/TKO,3,4:09,Makhmud Muradov,Trevor Smith
"November 16, 2019",Light Heavyweight,S-DEC,5,5:00,Jan Blachowicz,Jacare Souza
"November 16, 2019",Light Heavyweight,S-DEC,3,5:00,Mauricio Rua,Paul Craig
"November 16, 2019",Lightweight,KO/TKO,1,1:26,Charles Oliveira,Jared Gordon
"November 16, 2019",Middleweight,U-DEC,3,5:00,Andre Muniz,Antonio Arroyo
"November 16, 2019",Middleweight,U-DEC,3,5:00,Wellington Turman,Markus Perez
"November 16, 2019",Welterweight,KO/TKO,3,4:19,James Krause,Sergio Moraes
"November 16, 2019",Featherweight,SUB,1,3:57,Ricardo Ramos,Eduardo Garagorri
"November 16, 2019",Lightweight,U-DEC,3,5:00,Francisco Trinaldo,Bobby Green
"November 16, 2019",Welterweight,SUB,2,1:22,Randy Brown,Warlley Alves
"November 16, 2019",Featherweight,U-DEC,3,5:00,Douglas Silva de Andrade,Renan Barao
"November 16, 2019",Women's Flyweight,U-DEC,3,5:00,Ariane Lipski,Isabela de Padua
"November 16, 2019",Women's Bantamweight,U-DEC,3,5:00,Tracy Cortez,Vanessa Melo
"November 09, 2019",Featherweight,U-DEC,3,5:00,Zabit Magomedsharipov,Calvin Kattar
"November 09, 2019",Heavyweight,U-DEC,3,5:00,Alexander Volkov,Greg Hardy
"November 09, 2019",Welterweight,KO/TKO,2,4:54,Danny Roberts,Zelim Imadaev
"November 09, 2019",Light Heavyweight,U-DEC,3,5:00,Ed Herman,Khadis Ibragimov
"November 09, 2019",Welterweight,U-DEC,3,5:00,Anthony Rocco Martin,Ramazan Emeev
"November 09, 2019",Light Heavyweight,S-DEC,3,5:00,Shamil Gamzatov,Klidson Abreu
"November 09, 2019",Light Heavyweight,KO/TKO,3,0:29,Magomed Ankalaev,Dalcha Lungiambula
"November 09, 2019",Welterweight,U-DEC,3,5:00,Rustam Khabilov,Sergey Khandozhko
"November 09, 2019",Middleweight,SUB,3,4:01,Karl Roberson,Roman Kopylov
"November 09, 2019",Welterweight,SUB,1,2:50,David Zawada,Abubakar Nurmagomedov
"November 09, 2019",Lightweight,U-DEC,3,5:00,Roosevelt Roberts,Alexander Yakovlev
"November 09, 2019",Women's Bantamweight,U-DEC,3,5:00,Pannie Kianzad,Jessica-Rose Clark
"November 09, 2019",Bantamweight,S-DEC,3,5:00,Davey Grant,Grigory Popov
"November 02, 2019",Welterweight,KO/TKO,3,5:00,Jorge Masvidal,Nate Diaz
"November 02, 2019",Middleweight,S-DEC,3,5:00,Darren Till,Kelvin Gastelum
"November 02, 2019",Welterweight,U-DEC,3,5:00,Stephen Thompson,Vicente Luque
"November 02, 2019",Heavyweight,S-DEC,3,5:00,Derrick Lewis,Blagoy Ivanov
"November 02, 2019",Lightweight,KO/TKO,1,2:47,Kevin Lee,Gregor Gillespie
"November 02, 2019",Light Heavyweight,KO/TKO,1,2:07,Corey Anderson,Johnny Walker
"November 02, 2019",Featherweight,KO/TKO,3,4:32,Shane Burgos,Makwan Amirkhani
"November 02, 2019",Middleweight,KO/TKO,1,2:27,Edmen Shahbazyan,Brad Tavares
"November 02, 2019",Heavyweight,KO/TKO,1,0:29,Jairzinho Rozenstruik,Andrei Arlovski
"November 02, 2019",Women's Flyweight,U-DEC,3,5:00,Katlyn Chookagian,Jennifer Maia
"November 02, 2019",Welterweight,KO/TKO,3,2:03,Lyman Good,Chance Rencountre
"November 02, 2019",Featherweight,S-DEC,3,5:00,Hakeem Dawodu,Julio Arce
"October 26, 2019",Welterweight,SUB,3,3:54,Demian Maia,Ben Askren
"October 26, 2019",Lightweight,M-DEC,3,5:00,Stevie Ray,Michael Johnson
"October 26, 2019",Lightweight,SUB,1,2:02,Beneil Dariush,Frank Camacho
"October 26, 2019",Heavyweight,SUB,3,4:46,Ciryl Gane,Don'Tale Mayes
"October 26, 2019",Welterweight,U-DEC,3,5:00,Muslim Salikhov,Laureano Staropoli
"October 26, 2019",Women's Strawweight,S-DEC,3,5:00,Randa Markos,Ashley Yoder
"October 26, 2019",Lightweight,U-DEC,3,5:00,Rafael Fiziev,Alex White
"October 26, 2019",Featherweight,U-DEC,3,5:00,Movsar Evloev,Enrique Barzola
"October 26, 2019",Heavyweight,KO/TKO,1,2:11,Sergei Pavlovich,Maurice Greene
"October 26, 2019",Women's Strawweight,S-DEC,3,5:00,Loma Lookboonmee,Aleksandra Albu
"October 26, 2019",Heavyweight,U-DEC,3,5:00,Raphael Pessoa,Jeff Hughes
"October 18, 2019",Light Heavyweight,KO/TKO,1,1:43,Dominick Reyes,Chris Weidman
"October 18, 2019",Featherweight,U-DEC,3,5:00,Yair Rodriguez,Jeremy Stephens
"October 18, 2019",Heavyweight,Overturned,3,5:00,Greg Hardy,Ben Sosoli
"October 18, 2019",Lightweight,KO/TKO,1,1:33,Joe Lauzon,Jonathan Pearce
"October 18, 2019",Women's Flyweight,KO/TKO,1,3:04,Maycee Barber,Gillian Robertson
"October 18, 2019",Middleweight,S-DEC,3,5:00,Darren Stewart,Deron Winn
"October 18, 2019",Featherweight,SUB,1,2:46,Charles Rosa,Manny Bermudez
"October 18, 2019",Women's Flyweight,U-DEC,3,5:00,Molly McCann,Diana Belbita
"October 18, 2019",Featherweight,U-DEC,3,5:00,Sean Woodson,Kyle Bochniak
"October 18, 2019",Bantamweight,KO/TKO,1,2:15,Randy Costa,Boston Salmon
"October 18, 2019",Welterweight,U-DEC,3,5:00,Sean Brady,Court McGee
"October 18, 2019",Middleweight,SUB,2,3:38,Brendan Allen,Kevin Holland
"October 18, 2019",Heavyweight,U-DEC,3,5:00,Tanner Boser,Daniel Spitz
"October 12, 2019",Women's Strawweight,U-DEC,5,5:00,Joanna Jedrzejczyk,Michelle Waterson
"October 12, 2019",Featherweight,U-DEC,3,5:00,Cub Swanson,Kron Gracie
"October 12, 2019",Welterweight,KO/TKO,1,1:44,Niko Price,James Vick
"October 12, 2019",Women's Strawweight,U-DEC,3,5:00,Amanda Ribas,Mackenzie Dern
"October 12, 2019",Lightweight,S-DEC,3,5:00,Matt Frevola,Luis Pena
"October 12, 2019",Middleweight,S-DEC,3,5:00,Eryk Anders,Gerald Meerschaert
"October 12, 2019",Light Heavyweight,SUB,2,2:01,Ryan Spann,Devin Clark
"October 12, 2019",Lightweight,KO/TKO,3,4:45,Mike Davis,Thomas Gifford
"October 12, 2019",Welterweight,U-DEC,3,5:00,Alex Morono,Max Griffin
"October 12, 2019",Flyweight,SUB,1,3:08,Deiveson Figueiredo,Tim Elliott
"October 12, 2019",Bantamweight,KO/TKO,3,3:17,Marlon Vera,Andre Ewell
"October 12, 2019",Welterweight,KO/TKO,2,2:32,Miguel Baeza,Hector Aldana
"October 12, 2019",Middleweight,U-DEC,3,5:00,Marvin Vettori,Andrew Sanchez
"October 12, 2019",Women's Flyweight,U-DEC,3,5:00,JJ Aldrich,Lauren Mueller
"October 05, 2019",Middleweight,KO/TKO,2,3:33,Israel Adesanya,Robert Whittaker
"October 05, 2019",Lightweight,U-DEC,3,5:00,Dan Hooker,Al Iaquinta
"October 05, 2019",Heavyweight,SUB,2,3:14,Serghei Spivac,Tai Tuivasa
"October 05, 2019",Welterweight,S-DEC,3,5:00,Dhiego Lima,Luke Jumeau
"October 05, 2019",Heavyweight,KO/TKO,1,2:10,Yorgan De Castro,Justin Tafa
"October 05, 2019",Welterweight,U-DEC,3,5:00,Jake Matthews,Rostem Akman
"October 05, 2019",Welterweight,U-DEC,3,5:00,Callan Potter,Maki Pitolo
"October 05, 2019",Lightweight,U-DEC,3,5:00,Brad Riddell,Jamie Mullarkey
"October 05, 2019",Women's Featherweight,SUB,1,3:57,Megan Anderson,Zarah Fairn
"October 05, 2019",Women's Flyweight,KO/TKO,2,4:59,Ji Yeon Kim,Nadia Kassem
"October 05, 2019",Bantamweight,SUB,3,3:00,Khalid Taha,Bruno Silva
"September 28, 2019",Middleweight,KO/TKO,2,0:27,Jared Cannonier,Jack Hermansson
"September 28, 2019",Lightweight,KO/TKO,1,1:12,Mark Madsen,Danilo Belluardo
"September 28, 2019",Welterweight,U-DEC,3,5:00,Gilbert Burns,Gunnar Nelson
"September 28, 2019",Light Heavyweight,KO/TKO,1,2:35,Ion Cutelaba,Khalil Rountree Jr.
"September 28, 2019",Light Heavyweight,SUB,2,2:46,Ovince Saint Preux,Michal Oleksiejczuk
"September 28, 2019",Welterweight,U-DEC,3,5:00,Nicolas Dalby,Alex Oliveira
"September 28, 2019",Middleweight,KO/TKO,1,0:17,John Phillips,Alen Amedovski
"September 28, 2019",Middleweight,U-DEC,3,5:00,Makhmud Muradov,Alessio Di Chirico
"September 28, 2019",Welterweight,U-DEC,3,5:00,Ismail Naurdiev,Siyar Bahadurzada
"September 28, 2019",Featherweight,S-DEC,3,5:00,Giga Chikadze,Brandon Davis
"September 28, 2019",Women's Bantamweight,U-DEC,3,5:00,Lina Lansberg,Macy Chiasson
"September 28, 2019",Lightweight,U-DEC,3,5:00,Marc Diakiese,Lando Vannata
"September 28, 2019",Bantamweight,SUB,3,2:51,Jack Shore,Nohelin Hernandez
"September 21, 2019",Featherweight,CNC,1,0:15,Yair Rodriguez,Jeremy Stephens
"September 21, 2019",Women's Strawweight,M-DEC,3,5:00,Carla Esparza,Alexa Grasso
"September 21, 2019",Flyweight,S-DEC,3,5:00,Brandon Moreno,Askar Askarov
"September 21, 2019",Women's Bantamweight,U-DEC,3,5:00,Irene Aldana,Vanessa Melo
"September 21, 2019",Featherweight,KO/TKO,2,1:31,Steven Peterson,Martin Bravo
"September 21, 2019",Bantamweight,U-DEC,3,5:00,Jose Quinonez,Carlos Huachin
"September 21, 2019",Featherweight,KO/TKO,1,1:36,Kyle Nelson,Marco Polo Reyes
"September 21, 2019",Women's Strawweight,KO/TKO,3,1:56,Angela Hill,Ariane Carnelossi
"September 21, 2019",Flyweight,U-DEC,3,5:00,Sergio Pettis,Tyson Nam
"September 21, 2019",Light Heavyweight,SUB,1,3:19,Paul Craig,Vinicius Moreira
"September 21, 2019",Women's Bantamweight,U-DEC,3,5:00,Bethe Correia,Sijara Eubanks
"September 21, 2019",Lightweight,U-DEC,3,5:00,Claudio Puelles,Marcos Mariano
"September 14, 2019",Lightweight,KO/TKO,1,4:18,Justin Gaethje,Donald Cerrone
